ID,Year,CIUDAD,Counts,DATE_DUE,DATE_DELIVERED,Link
172,2013,Arbelaez,106062179,16/04/2013,15/05/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-4066295
173,2010,Arboletes,635612308,23/07/2011,21/09/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3672687
174,2010,Arboletes,499209225,19/10/2010,20/12/2010,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-4093913
175,2010,Arboletes,434536596,25/05/2011,24/07/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-13-3671453
176,2010,Arboletes,155169572,04/04/2011,03/06/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-13-4436502
177,2011,Arboletes,139850000,05/09/2011,06/10/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-3411112
178,2010,Argelia,6113167862,30/12/2011,30/06/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-4036263
179,2015,Ariguani,160820549,29/06/2015,30/07/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-13-3964912
180,2014,Arjona,1897000895,11/03/2014,10/05/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-134185
181,2013,Armenia,20780121,25/12/2013,25/01/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-131108
182,2013,Armenia,20419852,20/09/2013,21/11/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-145407
183,2014,Armenia,173203356,30/01/2015,01/03/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-3662043
184,2010,Armenia,268530102,29/12/2010,28/02/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-130985
185,2011,Armenia,1766104746,20/03/2012,19/09/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-136052
186,2012,Armenia,367167388,28/04/2013,28/06/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-3854742
187,2012,Armenia,358251605,09/08/2012,10/10/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-3947778
188,2012,Armenia,147933076,25/08/2012,25/09/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-131220
189,2014,Armenia,1665058332,29/12/2014,29/01/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-136960
190,2014,Armenia,114188923,05/09/2014,07/10/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-3700634
191,2015,Armenia,3047303138,08/06/2015,07/10/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-133739
192,2015,Armenia,902586831,07/06/2015,06/08/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-3543876
193,2012,Armenia,480895000,14/01/2014,15/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-3543876
194,2012,Armenia,457095683,14/01/2014,15/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-145499
195,2011,Armenia,387189431,30/12/2011,01/03/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-4083285
196,2015,Armenia,662202528,16/11/2015,17/03/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-148959
197,2015,Armenia,3993501130,21/12/2015,23/02/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-142615
198,2015,Armenia,3883590077,25/10/2015,27/03/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-3809821
199,2015,Astrea,630597609,31/01/2016,01/03/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-139168
200,2010,Ayapel,673206818,26/11/2010,27/01/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-134744
201,2011,Ayapel,360606314,11/11/2011,12/12/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-147807
202,2014,Balboa,2924846844,20/11/2014,22/02/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-147287
